ItemID, Domain Name, Traffic, Bids, Price, Estimated Value, Domain Age, Auction End Time, Sale Type
513423749,givetas.com,0,3,?1 402,?139 815,5,2023/09/25 01:31 PM (PDT),Auction
513425324,testopro.com,0,3,?1 402,?96 900,14,2023/09/25 01:20 PM (PDT),Auction
513426547,quitmanrealtytx.com,0,4,?1 402,?30 627,16,2023/09/25 12:20 PM (PDT),Auction
513431049,newsfoxes.com,67,7,?1 402,?45 646,8,2023/09/25 01:49 PM (PDT),Auction
513239874,cheezcakeboutique.com,261,3,?1 365,?11 587,2,2023/09/25 10:09 AM (PDT),Auction
513368939,litelube.com,4,5,?1 365,?87 417,8,2023/09/25 09:28 AM (PDT),Auction
513381889,shanisabysanjana.com,106,6,?1 365,,1,2023/09/25 02:00 PM (PDT),Auction
513407316,doolinbedandbreakfast.com,76,3,?1 365,?38 598,13,2023/09/25 01:19 PM (PDT),Auction
513423580,apnec.com,9,5,?1 365,?89 852,20,2023/09/25 12:42 PM (PDT),Auction
514269110,moduart.com,124,6,?1 365,?100 148,24,2023/09/26 10:01 AM (PDT),Auction
514930647,craig.me,0,7,?1 365,?52 325,15,2023/09/29 01:56 PM (PDT),Auction
512348197,theesplanade.com,0,6,?1 292,?107 638,,2023/09/28 09:11 AM (PDT),Auction
512428630,fuccellos.com,0,3,?1 292,?47 380,,2023/09/25 12:35 PM (PDT),Auction
512587365,legalscience.com,0,6,?1 292,?202 177,,2023/09/26 02:02 PM (PDT),Auction
512587622,islamicperspectives.com,0,6,?1 292,?45 461,,2023/09/26 02:04 PM (PDT),Auction
512593731,tamesha.com,0,5,?1 292,?136 458,,2023/09/25 01:39 PM (PDT),Auction
512818916,nobleflight.com,0,5,?1 292,?77 970,,2023/09/27 12:37 PM (PDT),Auction
513381880,handburgpedralbes.com,328,3,?1 292,,1,2023/09/25 02:28 PM (PDT),Auction
514154731,financerewind.com,37,6,?1 292,?33 948,4,2023/09/26 11:23 AM (PDT),Auction
514202198,techreaders.com,0,7,?1 292,?80 554,14,2023/09/26 12:38 PM (PDT),Auction
514270713,domainboard.com,0,6,?1 292,?167 269,20,2023/09/26 11:21 AM (PDT),Auction
514321469,beaambassadors.org,137,3,?1 292,?5 092,11,2023/09/28 11:07 AM (PDT),Auction
514322004,thesafetyinstitute.org,61,3,?1 292,?15 941,12,2023/09/28 01:54 PM (PDT),Auction
514353724,readyjack.com,26,3,?1 292,?59 557,7,2023/09/27 11:43 AM (PDT),Auction
514361736,gilaguide.com,24,7,?1 292,?48 376,21,2023/09/27 10:37 AM (PDT),Auction
514961346,lhnet.org,50,5,?1 292,?28 672,6,2023/09/28 01:00 PM (PDT),Auction
515265135,goatpicks.com,117,4,?1 292,?78 081,8,2023/09/30 02:28 PM (PDT),Auction
515281049,vaulthouston.com,35,4,?1 292,?52 546,12,2023/09/30 12:00 PM (PDT),Auction
515419893,laloba.com,17,6,?1 292,?286 753,25,2023/10/01 10:34 AM (PDT),Auction
515779418,ob88.com,11,7,?1 292,?233 358,17,2023/10/04 11:50 AM (PDT),Auction
515278537,medicruit.com,9,3,?1 218,?69 299,18,2023/09/30 01:25 PM (PDT),Auction
512336443,1950.cc,5,5,?1 181,?11 734,,2023/09/25 01:38 PM (PDT),Auction
512542335,scriptdoctors.com,0,5,?1 181,?90 369,,2023/09/25 09:15 AM (PDT),Auction
512867669,7days-ua.com,1350,5,?1 181,?4 982,,2023/09/28 09:19 AM (PDT),Auction
513110400,pinnacleequity.com,0,5,?1 181,?145 720,,2023/09/29 10:00 AM (PDT),Auction
513297802,zepel.com,0,5,?1 181,?68 819,,2023/09/29 02:09 PM (PDT),Auction
514328600,royalwebtemplates.com,7,5,?1 181,?6 199,17,2023/09/27 10:12 AM (PDT),Auction
514370370,justmerch.com,15,7,?1 181,?75 720,7,2023/09/27 10:56 AM (PDT),Auction
515077365,168pay.com,4,7,?1 181,?216 642,8,2023/09/29 10:09 AM (PDT),Auction
515555775,lovedirty.com,46,6,?1 181,?215 498,13,2023/10/02 10:26 AM (PDT),Auction
511082321,sharkscovegrill.com,0,3,?1 107,?24 982,,2023/09/27 01:29 PM (PDT),Auction
512457423,mexico-chiquito.com,0,4,?1 107,?4 723,,2023/09/25 01:00 PM (PDT),Auction
512513042,starlifehack.com,40,4,?1 107,?44 613,,2023/09/27 09:46 AM (PDT),Auction
512555706,jl-bbs.com,0,4,?1 107,?13 542,,2023/09/28 09:37 AM (PDT),Auction
512582452,refugeesintowns.org,0,6,?1 107,Less than ?3 690,,2023/09/26 10:42 AM (PDT),Auction
512925933,gamecubegames.com,12,3,?1 107,?77 122,,2023/09/27 01:04 PM (PDT),Auction
512943550,outreachskateboarding.com,0,4,?1 107,?16 863,,2023/09/28 10:58 AM (PDT),Auction
513346611,samarasecurity.com,91,5,?1 107,?43 395,15,2023/09/25 09:12 AM (PDT),Auction
513443967,forvisitors.com,0,5,?1 107,?149 926,,2023/09/30 10:04 AM (PDT),Auction
514070895,losses.org,2,3,?1 107,?104 244,20,2023/09/27 01:10 PM (PDT),Auction
514267014,serotoninpowerdiet.com,96,5,?1 107,?19 520,17,2023/09/26 09:01 AM (PDT),Auction
514269458,thekidskitchen.com,13,4,?1 107,?62 177,16,2023/09/26 12:42 PM (PDT),Auction
514273734,isabelafans.com,650,5,?1 107,?11 365,2,2023/09/26 12:19 PM (PDT),Auction
514286399,orntlmassage.com,295,3,?1 107,?30 996,10,2023/09/26 09:51 AM (PDT),Auction
514331848,codabiotherapeutics.com,213,3,?1 107,?46 199,6,2023/09/27 09:32 AM (PDT),Auction
514336047,petlandorlandosouth.com,365,3,?1 107,?20 221,15,2023/09/27 10:28 AM (PDT),Auction
514336827,odori-ko.com,41,3,?1 107,?8 893,8,2023/09/27 10:39 AM (PDT),Auction
514341074,ordergrill-36.com,128,3,?1 107,?6 568,4,2023/09/27 12:44 PM (PDT),Auction
514369786,philforhumanity.com,4,5,?1 107,?43 432,17,2023/09/27 10:47 AM (PDT),Auction
514923706,clubusa.net,126,5,?1 107,?47 159,25,2023/09/28 11:37 AM (PDT),Auction
514926524,desertsfinest.org,76,3,?1 107,?9 446,6,2023/09/29 10:18 AM (PDT),Auction
514927060,wakecrc.org,46,3,?1 107,Less than ?3 690,11,2023/09/29 12:32 PM (PDT),Auction
514940378,hoffssteaksandsteins.com,222,3,?1 107,?12 362,3,2023/09/28 10:04 AM (PDT),Auction
514985478,12oaksnc.com,213,5,?1 107,?21 697,16,2023/09/28 10:03 AM (PDT),Auction
514989512,hfxrollerdome.com,139,3,?1 107,Less than ?3 690,1,2023/09/28 09:39 AM (PDT),Auction
514989860,kotocarmel.com,172,3,?1 107,?52 103,6,2023/09/28 10:51 AM (PDT),Auction
514990516,refindings.com,458,5,?1 107,?52 694,13,2023/09/28 10:23 AM (PDT),Auction
515000350,splashreport.com,0,5,?1 107,?63 137,7,2023/09/28 11:23 AM (PDT),Auction
515001156,prrlaw.com,24,5,?1 107,?53 727,25,2023/09/28 02:15 PM (PDT),Auction
515020680,elinq.com,0,3,?1 107,,,2023/09/25 02:07 PM (PDT),Auction
515022720,webodysseum.com,0,3,?1 107,,,2023/09/25 11:02 AM (PDT),Auction
515042117,saasbuilder.com,7,3,?1 107,?101 476,10,2023/09/29 11:51 AM (PDT),Auction
515128135,memphischeer.com,89,3,?1 107,?48 524,6,2023/09/29 11:40 AM (PDT),Auction
515130475,rockspringsrecord.com,39,5,?1 107,?15 351,23,2023/09/29 10:53 AM (PDT),Auction
515136559,stockstation.com,0,5,?1 107,?150 443,10,2023/09/29 01:48 PM (PDT),Auction
515136882,udupicafebellevue.com,74,5,?1 107,?14 170,9,2023/09/29 09:18 AM (PDT),Auction
515140506,allsportsgh.com,671,5,?1 107,?58 856,3,2023/09/29 10:31 AM (PDT),Auction
515218681,lacocinacasper.com,380,3,?1 107,?26 605,16,2023/09/29 10:52 AM (PDT),Auction
515262481,36vibes.com,1638,5,?1 107,?44 280,2,2023/09/30 10:05 AM (PDT),Auction
515322877,eiranb.com,8278,5,?1 107,Less than ?3 690,1,2023/09/30 02:27 PM (PDT),Auction
515324395,usertexting.com,545,5,?1 107,?49 188,8,2023/09/30 09:41 AM (PDT),Auction
515332789,biochemlab.com,11,4,?1 107,?152 140,20,2023/09/30 11:28 AM (PDT),Auction
515387203,internationalbulletin.org,445,5,?1 107,?9 815,16,2023/10/02 09:02 AM (PDT),Auction
515450966,mygreenstarenergy.com,122,5,?1 107,?80 037,10,2023/10/01 01:11 PM (PDT),Auction
509920631,canadianproduct.com,0,3,?996,?108 007,,2023/09/25 11:30 AM (PDT),Auction
512275248,8967.cc,0,4,?996,Less than ?3 690,,2023/09/27 10:29 AM (PDT),Auction
512470500,cannigione.com,0,3,?996,?76 162,,2023/09/25 10:34 AM (PDT),Auction
512588178,rocketrundown.com,0,4,?996,?38 856,,2023/09/26 01:53 PM (PDT),Auction
513435251,tekquest.com,4,3,?996,?95 018,26,2023/09/25 10:38 AM (PDT),Auction
514174802,mmx677.com,4,4,?996,?24 465,2,2023/09/26 10:16 AM (PDT),Auction
514982294,999968.com,7,5,?996,?96 568,11,2023/09/28 02:13 PM (PDT),Auction
515001154,dreamset.com,17,4,?996,?59 004,25,2023/09/28 02:20 PM (PDT),Auction
515263891,ag83.com,0,5,?996,?64 502,9,2023/09/30 01:19 PM (PDT),Auction
515376733,aizona.com,11,5,?996,?121 070,10,2023/10/01 12:35 PM (PDT),Auction
515554634,tbonus.com,0,4,?996,?230 701,14,2023/10/02 12:52 PM (PDT),Auction
512555699,simplycbdshop.com,0,5,?923,?45 351,,2023/09/26 02:25 PM (PDT),Auction
512583094,opakedu.org,0,4,?923,?4 022,,2023/09/26 01:08 PM (PDT),Auction
512627481,872365.com,0,3,?923,?68 303,,2023/09/27 12:14 PM (PDT),Auction
513259641,worldbestfive.com,9,4,?923,Less than ?3 690,1,2023/09/25 09:48 AM (PDT),Auction
513370728,planeteverything.com,4,5,?923,?92 657,19,2023/09/25 09:13 AM (PDT),Auction
513398985,diploz.com,9,4,?923,?49 336,8,2023/09/25 11:09 AM (PDT),Auction
513421267,yamatocuisine.com,41,4,?923,?44 797,3,2023/09/25 01:58 PM (PDT),Auction
513428406,betterhealthliving.com,4,3,?923,?100 332,20,2023/09/25 09:56 AM (PDT),Auction
514010892,estateresort.com,13,3,?923,?81 956,17,2023/09/26 10:58 AM (PDT),Auction
514184561,sabushpilot.com,1470,4,?923,?21 513,,2023/09/30 12:12 PM (PDT),Auction
514321732,smdepo.org,28,4,?923,?30 480,13,2023/09/28 01:10 PM (PDT),Auction
514360628,gabrielbyrneonbroadway.com,7,4,?923,,1,2023/09/27 12:44 PM (PDT),Auction
514926267,mhimss.org,35,3,?923,?18 192,12,2023/09/29 01:12 PM (PDT),Auction
514940376,hospitalconsultant.com,0,4,?923,?131 513,20,2023/09/28 02:04 PM (PDT),Auction
514982331,dubaisky.com,0,4,?923,?64 170,19,2023/09/28 09:20 AM (PDT),Auction
514984976,thaba.com,0,4,?923,?126 642,15,2023/09/28 11:22 AM (PDT),Auction
515161979,gtugs.org,0,2,?923,,,2023/09/26 10:01 AM (PDT),Auction
515235987,gotchamediablog.com,0,2,?923,,,2023/09/26 09:00 PM (PDT),Auction
515244161,thundercatslair.org,0,5,?923,Less than ?3 690,18,2023/10/01 12:52 PM (PDT),Auction
515389059,snowsportsafety.org,22,3,?923,?8 229,9,2023/10/02 01:35 PM (PDT),Auction
515719190,palmcityhomes.com,0,4,?923,?85 387,21,2023/10/03 11:45 AM (PDT),Auction
512593438,finddns.com,0,3,?849,?112 435,,2023/09/25 12:41 PM (PDT),Auction
503236430,mecazza.com,0,4,?812,?108 819,1,2023/09/25 11:42 AM (PDT),Auction
503915253,fishmans.com,0,3,?812,?154 059,,2023/10/01 10:46 AM (PDT),Auction
510217642,kowabana.com,0,4,?812,?87 269,,2023/09/25 10:10 AM (PDT),Auction
512335101,48719.com,0,3,?812,?82 768,,2023/09/28 01:32 PM (PDT),Auction
512461315,aprilstar.com,0,4,?812,?79 483,,2023/09/25 01:13 PM (PDT),Auction
512635254,yellowbutterfly.com,0,3,?812,?166 531,,2023/10/01 09:48 AM (PDT),Auction
512831430,thepyrrhic.com,0,3,?812,?55 424,,2023/09/26 02:22 PM (PDT),Auction
513050277,medzlis-rijeka.org,0,3,?812,,,2023/09/28 11:59 AM (PDT),Auction
513107729,searchunique.com,626,3,?812,?60 627,,2023/09/30 12:49 PM (PDT),Auction
513111037,bluegreen.org,0,3,?812,?194 133,,2023/09/29 02:01 PM (PDT),Auction
513288986,netdaycompass.org,9,3,?812,Less than ?3 690,23,2023/09/26 09:05 AM (PDT),Auction
513305112,5717.tv,0,3,?812,?7 565,1,2023/09/26 09:26 AM (PDT),Auction
513359911,beijingexpress-tx.com,20,3,?812,?4 391,6,2023/09/25 12:21 PM (PDT),Auction
513405436,javaprime.com,22,4,?812,?61 033,11,2023/09/25 01:12 PM (PDT),Auction
513405887,makeitdriveable.com,17,3,?812,?23 985,8,2023/09/25 12:45 PM (PDT),Auction
513416205,riceny.com,28,3,?812,?54 059,10,2023/09/25 11:07 AM (PDT),Auction
513417663,whywebelieve.com,7,4,?812,?97 970,20,2023/09/25 01:21 PM (PDT),Auction
513429014,deesire.com,2,3,?812,?64 022,17,2023/09/25 01:35 PM (PDT),Auction
513434288,coustom.com,13,4,?812,?84 760,19,2023/09/25 10:42 AM (PDT),Auction
513434876,jointcontact.com,7,4,?812,?61 808,18,2023/09/25 09:37 AM (PDT),Auction
513439757,potentate.com,12,3,?812,?214 317,,2023/09/29 10:44 AM (PDT),Auction
513534439,braindoc.us,22,4,?812,Less than ?3 690,1,2023/09/25 02:03 PM (PDT),Auction
514090862,1754.cc,0,3,?812,Less than ?3 690,10,2023/09/27 12:22 PM (PDT),Auction
514273361,966669.com,7,4,?812,?92 140,13,2023/09/26 01:29 PM (PDT),Auction
514273738,pinry.com,4,3,?812,?79 041,9,2023/09/26 12:40 PM (PDT),Auction
514274245,visiblogs.com,9,3,?812,?22 989,11,2023/09/26 02:14 PM (PDT),Auction
514289417,likegossip.com,35,3,?812,?58 266,1,2023/09/26 12:09 PM (PDT),Auction
514315883,eveksiapharma.com,20,4,?812,?26 642,6,2023/09/27 11:58 AM (PDT),Auction
514336061,healingsole.com,22,4,?812,?68 745,15,2023/09/27 11:34 AM (PDT),Auction
514336816,stanking.com,15,3,?812,?160 406,11,2023/09/27 01:03 PM (PDT),Auction
514344509,joonasaspen.com,15,3,?812,?26 974,4,2023/09/27 09:32 AM (PDT),Auction
514350402,teammetro.com,0,3,?812,?159 779,20,2023/09/27 10:18 AM (PDT),Auction
514941778,republicofindia.com,13,3,?812,?138 856,24,2023/09/28 12:51 PM (PDT),Auction
514983806,h166.com,4,3,?812,?142 989,9,2023/09/28 11:17 AM (PDT),Auction
515048727,bitcodingacademy.org,20,4,?812,Less than ?3 690,2,2023/09/30 09:40 AM (PDT),Auction
515263845,yoga-ireland.com,17,4,?812,?10 000,23,2023/09/30 11:47 AM (PDT),Auction
515330791,jazminej.com,580,3,?812,?46 125,2,2023/09/30 09:52 AM (PDT),Auction
515341036,wisdomstudio.com,0,3,?812,?132 768,,2023/10/02 02:04 PM (PDT),Auction
515470250,babygenie.com,0,3,?812,?185 646,21,2023/10/01 09:44 AM (PDT),Auction
515694547,propassist.com,46,4,?812,?72 657,12,2023/10/03 10:56 AM (PDT),Auction
509967891,waterstoragetank.com,0,3,?738,?78 229,,2023/09/25 11:12 AM (PDT),Auction
510198897,poloc.com,0,3,?738,?107 380,,2023/09/26 12:35 PM (PDT),Auction
512376336,menacasino.com,454,3,?738,?74 760,,2023/09/25 12:37 PM (PDT),Auction
512438941,flatdesignpro.com,30,3,?738,?29 557,,2023/09/26 10:50 AM (PDT),Auction
512483369,sagalnews.com,773,3,?738,?53 838,,2023/09/26 11:18 AM (PDT),Auction
512541461,himalayamasala.com,0,3,?738,?40 996,,2023/09/25 09:55 AM (PDT),Auction
512592401,brushwithfame.com,0,3,?738,?80 959,,2023/09/25 09:29 AM (PDT),Auction
512718483,firetrucksales.com,9,3,?738,?86 900,,2023/09/28 12:48 PM (PDT),Auction
512920911,bestretirementdestinations.com,0,3,?738,?24 280,,2023/09/28 12:48 PM (PDT),Auction
513043290,nypdguardians.org,113,3,?738,?11 292,3,2023/09/25 09:30 AM (PDT),Auction
513043319,bitcoining.org,0,3,?738,?91 956,9,2023/09/25 12:51 PM (PDT),Auction
513240275,myownbusinesses.com,33,3,?738,?47 048,1,2023/09/25 10:12 AM (PDT),Auction
513241181,freebirdsphotography.com,115,3,?738,?15 535,2,2023/09/25 09:22 AM (PDT),Auction
513378448,halalat.com,24,3,?738,?155 314,10,2023/09/25 01:08 PM (PDT),Auction
513390552,belocalexchange.com,33,3,?738,?48 487,8,2023/09/25 01:39 PM (PDT),Auction
513395105,ww12.com,0,4,?738,?70 037,10,2023/09/25 10:41 AM (PDT),Auction
513411858,bordadosypatchworkamelia.com,115,3,?738,?5 018,17,2023/09/25 11:25 AM (PDT),Auction
513423265,snftv.com,139,3,?738,?56 236,6,2023/09/25 10:51 AM (PDT),Auction
513431110,krizstore.com,83,3,?738,?44 908,4,2023/09/25 01:51 PM (PDT),Auction
514031011,capitalathena.com,117,3,?738,?77 085,11,2023/09/26 10:38 AM (PDT),Auction
514161158,jusomoa.com,309,3,?738,?73 838,5,2023/09/26 01:02 PM (PDT),Auction
514180990,articleadds.com,106,3,?738,?24 576,2,2023/09/26 09:52 AM (PDT),Auction
514217475,crhideas.com,374,3,?738,?45 498,10,2023/09/26 09:17 AM (PDT),Auction
514219439,techboystoys.com,135,3,?738,?22 030,6,2023/09/26 12:43 PM (PDT),Auction
514249239,saunarentals.com,2,3,?738,?109 446,5,2023/09/26 01:46 PM (PDT),Auction
514267054,mytextutils.com,474,3,?738,?23 985,2,2023/09/26 11:18 AM (PDT),Auction
514268356,qre8.com,417,3,?738,?45 461,14,2023/09/26 11:31 AM (PDT),Auction
514269309,androidcellco.com,1616,3,?738,?22 989,6,2023/09/26 10:06 AM (PDT),Auction
514273067,dominicanashop.com,159,3,?738,Less than ?3 690,1,2023/09/26 02:12 PM (PDT),Auction
514281661,treeserviceherrera.com,1918,3,?738,Less than ?3 690,1,2023/09/26 10:35 AM (PDT),Auction
514281693,tchstitansasb.com,1230,3,?738,?11 882,10,2023/09/26 01:25 PM (PDT),Auction
514283182,wwwkiplinger.com,2,3,?738,?42 325,24,2023/09/26 10:03 AM (PDT),Auction
514288131,grandstaircaseinn.com,169,3,?738,?39 631,25,2023/09/26 09:22 AM (PDT),Auction
514288138,duckybobs.com,111,3,?738,?48 413,25,2023/09/26 01:11 PM (PDT),Auction
514291927,smartbreastreduction.com,95,3,?738,?17 269,,2023/09/30 01:06 PM (PDT),Auction
514315570,mygox.com,20,3,?738,?97 934,13,2023/09/27 12:21 PM (PDT),Auction
514328704,onlineexampapers.com,152,3,?738,?59 188,12,2023/09/27 12:35 PM (PDT),Auction
514336109,onlinecountword.com,0,3,?738,?13 838,3,2023/09/27 10:11 AM (PDT),Auction
514344257,soviet-postcards.com,130,3,?738,?5 683,9,2023/09/27 10:29 AM (PDT),Auction
514345455,pizzerialobos.com,196,3,?738,?47 417,6,2023/09/27 11:26 AM (PDT),Auction
514349155,oxfordssschoolvp.com,471,3,?738,?8 819,10,2023/09/27 09:13 AM (PDT),Auction
514351093,wheregeorge.com,841,3,?738,?51 956,23,2023/09/27 09:29 AM (PDT),Auction
514366228,sntfishing.com,100,3,?738,?47 675,16,2023/09/27 02:19 PM (PDT),Auction
514920540,bereanpublishers.com,163,3,?738,?47 343,23,2023/09/28 10:43 AM (PDT),Auction
514926331,ruhomes.org,54,3,?738,?11 439,17,2023/09/29 12:50 PM (PDT),Auction
514934440,k76ww.com,163,3,?738,,1,2023/09/28 09:27 AM (PDT),Auction
514935576,naruko1.com,10439,3,?738,Less than ?3 690,1,2023/09/28 11:44 AM (PDT),Auction
514958806,aoc888.com,91,3,?738,?51 255,1,2023/09/28 10:57 AM (PDT),Auction
514965224,crusinthecoast.com,93,3,?738,?23 137,23,2023/09/28 10:28 AM (PDT),Auction
514966319,magicaura.com,339,3,?738,?53 284,20,2023/09/28 12:46 PM (PDT),Auction
515001126,babys1photos.com,148,3,?738,?20 849,18,2023/09/28 10:14 AM (PDT),Auction
515001146,azrealtors.com,7,3,?738,?93 395,26,2023/09/28 12:09 PM (PDT),Auction
515079962,tacticalsupplies.com,0,3,?738,?150 295,21,2023/09/29 11:30 AM (PDT),Auction
515133045,skyrimgems.com,641,3,?738,?43 801,11,2023/09/29 09:42 AM (PDT),Auction
515151849,xoxokikimarie.com,665,3,?738,?11 919,5,2023/09/29 01:49 PM (PDT),Auction
515153043,lilbabyanthony.com,3298,3,?738,?17 860,2,2023/09/29 09:41 AM (PDT),Auction
515270518,joaav.com,380,3,?738,?4 170,1,2023/09/30 11:36 AM (PDT),Auction
515274758,tiantianri.com,98,3,?738,?57 712,1,2023/09/30 01:11 PM (PDT),Auction
515275309,stitchclothes.com,89,3,?738,?60 480,6,2023/09/30 12:17 PM (PDT),Auction
515279821,tabulatua.com,154,3,?738,?47 269,24,2023/09/30 11:32 AM (PDT),Auction
515325197,thebabyboxco.com,128,3,?738,?49 077,10,2023/09/30 11:29 AM (PDT),Auction
515409932,asiantoursandtravels.com,117,3,?738,?11 882,17,2023/10/01 09:55 AM (PDT),Auction
515431336,luckyunicorn.com,0,3,?738,?145 461,13,2023/10/01 11:57 AM (PDT),Auction
515447409,utmsads.com,313,3,?738,Less than ?3 690,1,2023/10/01 12:39 PM (PDT),Auction
515451714,mementovivereco.com,187,3,?738,?41 882,2,2023/10/01 02:14 PM (PDT),Auction
515462813,chickentuna.com,146,3,?738,?49 114,16,2023/10/01 09:14 AM (PDT),Auction
515463795,balkanbratdom.com,274,3,?738,?27 454,19,2023/10/01 11:59 AM (PDT),Auction
515471614,electricbeast.com,11,3,?738,?175 055,19,2023/10/01 01:59 PM (PDT),Auction
515527412,trirail.com,339,3,?738,?141 033,23,2023/10/02 12:40 PM (PDT),Auction
515540833,heatmaptheme.com,0,3,?738,?52 583,15,2023/10/02 11:36 AM (PDT),Auction
515544393,inspirationtowardsbusiness.com,1306,3,?738,?21 550,3,2023/10/02 01:47 PM (PDT),Auction
515560193,salesbulletin.com,9,3,?738,?56 531,24,2023/10/02 09:21 AM (PDT),Auction
515707271,chiprepair.com,2,3,?738,?159 004,20,2023/10/03 01:41 PM (PDT),Auction
515716263,halesbrewery.com,126,3,?738,?50 664,20,2023/10/03 02:05 PM (PDT),Auction
515785081,farmmade.com,20,3,?738,?143 653,19,2023/10/04 12:06 PM (PDT),Auction
515785373,realestatelady.com,4,3,?738,?206 863,25,2023/10/04 02:00 PM (PDT),Auction
510038044,ibenedictines.org,0,2,?627,Less than ?3 690,,2023/09/26 11:52 AM (PDT),Auction
512302062,111174.com,0,3,?627,Less than ?3 690,,2023/09/28 10:35 AM (PDT),Auction
512566372,rabbitnet.com,7,3,?627,?109 041,,2023/09/27 11:37 AM (PDT),Auction
512680171,hatfieldinsurance-agency.com,0,2,?627,?9 114,,2023/09/27 09:22 AM (PDT),Auction
512826751,ultimatekeychains.com,0,2,?627,?47 601,,2023/09/27 02:10 PM (PDT),Auction
512925896,mizi.net,19,2,?627,?94 428,,2023/09/27 11:40 AM (PDT),Auction
512927909,getpart.com,0,2,?627,?127 011,,2023/10/02 10:10 AM (PDT),Auction
513042558,appeasement.org,7,2,?627,?33 469,9,2023/09/25 01:56 PM (PDT),Auction
513052646,poloinformativohiv.info,0,2,?627,,,2023/09/28 11:02 AM (PDT),Auction
513362163,t00300.com,0,2,?627,Less than ?3 690,2,2023/09/25 01:32 PM (PDT),Auction
513384787,freepokercentral.com,7,2,?627,?40 443,11,2023/09/25 09:13 AM (PDT),Auction
513409959,howlerspittsburgh.com,28,2,?627,?42 915,9,2023/09/25 11:16 AM (PDT),Auction
513423195,transparentsolution.com,0,2,?627,?99 262,4,2023/09/25 12:02 PM (PDT),Auction
513432076,minetazo.net,1095,2,?627,?5 720,,2023/09/30 11:45 AM (PDT),Auction
513440241,clumped.com,10,3,?627,?79 852,,2023/09/29 10:10 AM (PDT),Auction
514012571,freevehiclehistoryreport.com,0,2,?627,?21 144,22,2023/09/26 10:02 AM (PDT),Auction
514047162,bobby-fischer.net,0,2,?627,Less than ?3 690,,2023/09/30 12:45 PM (PDT),Auction
514068272,airhitch.org,13,2,?627,?30 185,29,2023/09/27 12:37 PM (PDT),Auction
514069646,easterneronline.com,0,2,?627,?20 775,,2023/09/30 11:55 AM (PDT),Auction
514117315,6835.tv,0,2,?627,?14 834,1,2023/09/27 10:56 AM (PDT),Auction
514117316,6837.tv,0,2,?627,Less than ?3 690,1,2023/09/27 11:13 AM (PDT),Auction
514271587,932555.com,4,3,?627,?59 668,10,2023/09/26 01:08 PM (PDT),Auction
514274038,christianland.com,2,2,?627,?96 199,21,2023/09/26 01:00 PM (PDT),Auction
514296939,securewebsolutions.com,0,3,?627,?87 675,,2023/09/30 01:01 PM (PDT),Auction
514321459,bamacarry.org,20,2,?627,?18 192,11,2023/09/28 01:57 PM (PDT),Auction
514334565,vegasmarketindo.com,2,2,?627,?18 339,3,2023/09/27 10:19 AM (PDT),Auction
514351321,007222.com,2,3,?627,?20 812,10,2023/09/27 10:40 AM (PDT),Auction
514369237,expediteai.com,0,2,?627,?53 210,4,2023/09/27 12:29 PM (PDT),Auction
514369679,kushalla.com,0,2,?627,?259 041,6,2023/09/27 10:09 AM (PDT),Auction
514370753,alivepreservedplants.com,13,2,?627,?18 856,19,2023/09/27 10:19 AM (PDT),Auction
514371803,turinbikes.com,35,2,?627,?47 011,26,2023/09/27 09:57 AM (PDT),Auction
514922373,245000.com,7,3,?627,?65 978,19,2023/09/28 09:41 AM (PDT),Auction
514925989,openquicktime.org,15,2,?627,Less than ?3 690,21,2023/09/29 09:47 AM (PDT),Auction
514982699,628111.com,2,3,?627,?20 369,10,2023/09/28 09:28 AM (PDT),Auction
515151817,barrettforwisconsin.com,11,2,?627,?41 882,14,2023/09/29 09:19 AM (PDT),Auction
515224318,369l.com,41,2,?627,?83 173,,2023/10/01 02:25 PM (PDT),Auction
515246792,1124.cc,7,3,?627,?3 948,14,2023/10/01 09:22 AM (PDT),Auction
515291860,482666.com,0,3,?627,?17 159,10,2023/09/30 02:23 PM (PDT),Auction
515291862,714666.com,2,3,?627,?33 542,10,2023/09/30 02:12 PM (PDT),Auction
515308051,thecuriousgeorgestore.com,0,2,?627,?14 686,12,2023/09/30 11:32 AM (PDT),Auction
515341642,peerdata.com,0,2,?627,?121 808,,2023/10/02 12:23 PM (PDT),Auction
515378284,shoepack.com,4,2,?627,?79 889,21,2023/10/01 02:22 PM (PDT),Auction
515398125,iraq.me,0,2,?627,?72 399,15,2023/10/02 12:18 PM (PDT),Auction
515455597,bet172.com,2,2,?627,?55 535,9,2023/10/01 12:02 PM (PDT),Auction
515707360,dreamdepot.com,7,3,?627,?294 797,20,2023/10/03 12:43 PM (PDT),Auction
503236348,linkingpark.com,0,2,?554,?71 734,1,2023/09/25 12:29 PM (PDT),Auction
503236718,bestkneesupports.com,0,2,?554,?19 557,1,2023/09/25 11:37 AM (PDT),Auction
510137895,chronograph-divers.com,0,2,?554,?6 937,,2023/09/26 12:00 PM (PDT),Auction
510201270,blackleopardsfc.com,0,2,?554,?13 653,,2023/09/27 09:13 AM (PDT),Auction
511427160,jamaicatreasures.com,0,2,?554,?25 203,,2023/09/27 12:33 PM (PDT),Auction
512255512,ktoy1047.com,0,2,?554,?7 712,,2023/09/27 12:43 PM (PDT),Auction
512256586,kakkmaddafakka.com,0,2,?554,,,2023/09/25 11:49 AM (PDT),Auction
